time,P
20230608:2310,0.0
20230609:0010,0.0
20230609:0110,0.0
20230609:0210,0.0
20230609:0310,0.0
20230609:0410,0.0
20230609:0510,25.11
20230609:0610,59.47
20230609:0710,19.66
20230609:0810,257.63
20230609:0910,239.82
20230609:1010,314.69
20230609:1110,646.86
20230609:1210,736.82
20230609:1310,585.31
20230609:1410,316.71
20230609:1510,546.35
20230609:1610,413.43
20230609:1710,227.41
20230609:1810,67.92
20230609:1910,0.0
20230609:2010,0.0
20230609:2110,0.0
20230609:2210,0.0
20230609:2310,0.0
20230610:0010,0.0
20230610:0110,0.0
20230610:0210,0.0
20230610:0310,0.0
20230610:0410,0.0
20230610:0510,28.35
20230610:0610,106.87
20230610:0710,276.2
20230610:0810,419.5
20230610:0910,554.57
20230610:1010,627.78
20230610:1110,719.23
20230610:1210,751.25
20230610:1310,141.55
20230610:1410,655.65
20230610:1510,366.84
20230610:1610,385.93
20230610:1710,63.84
20230610:1810,71.15
20230610:1910,0.0
20230610:2010,0.0
20230610:2110,0.0
20230610:2210,0.0
20230610:2310,0.0
20230611:0010,0.0
20230611:0110,0.0
20230611:0210,0.0
20230611:0310,0.0
20230611:0410,0.0
20230611:0510,26.05
20230611:0610,95.71
20230611:0710,215.75
20230611:0810,384.91
20230611:0910,488.34
20230611:1010,369.02
20230611:1110,361.86
20230611:1210,569.33
20230611:1310,696.5
20230611:1410,450.62
20230611:1510,502.23
20230611:1610,250.29
20230611:1710,130.55
20230611:1810,9.32
20230611:1910,0.0
20230611:2010,0.0
20230611:2110,0.0
20230611:2210,0.0
20230611:2310,0.0
20230612:0010,0.0
20230612:0110,0.0
20230612:0210,0.0
20230612:0310,0.0
20230612:0410,0.0
20230612:0510,26.01
20230612:0610,106.06
20230612:0710,252.6
20230612:0810,434.37
20230612:0910,0.0
20230612:1010,583.13
20230612:1110,722.92
20230612:1210,764.27
20230612:1310,732.94
20230612:1410,586.84
20230612:1510,235.11
20230612:1610,296.38
20230612:1710,191.97
20230612:1810,50.33
20230612:1910,0.0
20230612:2010,0.0
20230612:2110,0.0
20230612:2210,0.0
20230612:2310,0.0
20230613:0010,0.0
20230613:0110,0.0
20230613:0210,0.0
20230613:0310,0.0
20230613:0410,0.0
20230613:0510,2.58
20230613:0610,39.62
20230613:0710,51.35
20230613:0810,137.85
20230613:0910,86.76
20230613:1010,593.2
20230613:1110,683.61
20230613:1210,625.06
20230613:1310,254.4
20230613:1410,44.32
20230613:1510,35.31
20230613:1610,147.56
20230613:1710,69.71
20230613:1810,25.03
20230613:1910,0.0
20230613:2010,0.0
20230613:2110,0.0
20230613:2210,0.0
20230613:2310,0.0
20230614:0010,0.0
20230614:0110,0.0
20230614:0210,0.0
20230614:0310,0.0
20230614:0410,0.0
20230614:0510,25.41
20230614:0610,76.39
20230614:0710,215.34
20230614:0810,424.89
20230614:0910,500.16
20230614:1010,663.73
20230614:1110,585.3
20230614:1210,589.6
20230614:1310,343.43
20230614:1410,530.46
20230614:1510,375.41
20230614:1610,420.71
20230614:1710,245.6
20230614:1810,71.26
20230614:1910,0.0
20230614:2010,0.0
20230614:2110,0.0
20230614:2210,0.0
20230614:2310,0.0
20230615:0010,0.0
20230615:0110,0.0
20230615:0210,0.0
20230615:0310,0.0
20230615:0410,0.0
20230615:0510,26.75
20230615:0610,91.17
20230615:0710,251.58
20230615:0810,425.64
20230615:0910,545.85
20230615:1010,673.31
20230615:1110,707.01
20230615:1210,756.29
20230615:1310,730.76
20230615:1410,648.31
20230615:1510,555.8
20230615:1610,405.39
20230615:1710,220.38
20230615:1810,68.77
20230615:1910,0.0
20230615:2010,0.0
20230615:2110,0.0
20230615:2210,0.0
20230615:2310,0.0
20230616:0010,0.0
20230616:0110,0.0
20230616:0210,0.0
20230616:0310,0.0
20230616:0410,0.0
20230616:0510,27.56
20230616:0610,108.64
20230616:0710,268.8
20230616:0810,428.79
20230616:0910,572.51
20230616:1010,668.28
20230616:1110,733.87
20230616:1210,748.05
20230616:1310,735.26
20230616:1410,661.1
20230616:1510,310.67
20230616:1610,250.81
20230616:1710,119.03
20230616:1810,50.11
20230616:1910,0.0
20230616:2010,0.0
20230616:2110,0.0
20230616:2210,0.0
20230616:2310,0.0
20230617:0010,0.0
20230617:0110,0.0
20230617:0210,0.0
20230617:0310,0.0
20230617:0410,0.0
20230617:0510,27.45
20230617:0610,104.82
20230617:0710,266.21
20230617:0810,370.92
20230617:0910,573.3
20230617:1010,672.95
20230617:1110,740.33
20230617:1210,761.15
20230617:1310,738.59
20230617:1410,673.17
20230617:1510,562.14
20230617:1610,356.82
20230617:1710,233.21
20230617:1810,65.49
20230617:1910,0.0
20230617:2010,0.0
20230617:2110,0.0
20230617:2210,0.0
20230617:2310,0.0
20230618:0010,0.0
20230618:0110,0.0
20230618:0210,0.0
20230618:0310,0.0
20230618:0410,0.0
20230618:0510,27.48
20230618:0610,103.35
20230618:0710,141.85
20230618:0810,37.72
20230618:0910,40.47
20230618:1010,69.85
20230618:1110,98.53
20230618:1210,151.13
20230618:1310,174.66
20230618:1410,286.12
20230618:1510,226.86
20230618:1610,196.82
20230618:1710,209.81
20230618:1810,73.3
20230618:1910,0.0
20230618:2010,0.0
20230618:2110,0.0
20230618:2210,0.0
20230618:2310,0.0
20230619:0010,0.0
20230619:0110,0.0
20230619:0210,0.0
20230619:0310,0.0
20230619:0410,0.0
20230619:0510,26.7
20230619:0610,104.61
20230619:0710,218.85
20230619:0810,56.48
20230619:0910,156.42
20230619:1010,135.91
20230619:1110,707.3
20230619:1210,722.43
20230619:1310,502.56
20230619:1410,647.56
20230619:1510,506.69
20230619:1610,212.89
20230619:1710,226.89
20230619:1810,72.76
20230619:1910,0.0
20230619:2010,0.0
20230619:2110,0.0
20230619:2210,0.0
20230619:2310,0.0
20230620:0010,0.0
20230620:0110,0.0
20230620:0210,0.0
20230620:0310,0.0
20230620:0410,0.0
20230620:0510,25.84
20230620:0610,104.09
20230620:0710,221.76
20230620:0810,97.41
20230620:0910,248.22
20230620:1010,193.0
20230620:1110,272.35
20230620:1210,388.25
20230620:1310,698.73
20230620:1410,652.21
20230620:1510,507.77
20230620:1610,380.53
20230620:1710,212.21
20230620:1810,74.28
20230620:1910,0.0
20230620:2010,0.0
20230620:2110,0.0
20230620:2210,0.0
20230620:2310,0.0
20230621:0010,0.0
20230621:0110,0.0
20230621:0210,0.0
20230621:0310,0.0
20230621:0410,0.0
20230621:0510,12.53
20230621:0610,105.62
20230621:0710,249.31
20230621:0810,392.59
20230621:0910,502.28
20230621:1010,568.68
20230621:1110,600.57
20230621:1210,642.1
20230621:1310,514.4
20230621:1410,597.61
20230621:1510,547.19
20230621:1610,416.57
20230621:1710,167.59
20230621:1810,69.12
20230621:1910,0.0
20230621:2010,0.0
20230621:2110,0.0
20230621:2210,0.0
20230621:2310,0.0
20230622:0010,0.0
20230622:0110,0.0
20230622:0210,0.0
20230622:0310,0.0
20230622:0410,0.0
20230622:0510,24.95
20230622:0610,105.47
20230622:0710,189.28
20230622:0810,417.9
20230622:0910,557.76
20230622:1010,647.29
20230622:1110,668.9
20230622:1210,731.8
20230622:1310,695.5
20230622:1410,623.18
20230622:1510,481.11
20230622:1610,274.63
20230622:1710,229.94
20230622:1810,77.63
20230622:1910,0.0
20230622:2010,0.0
20230622:2110,0.0
20230622:2210,0.0
20230622:2310,0.0
20230623:0010,0.0
20230623:0110,0.0
20230623:0210,0.0
20230623:0310,0.0
20230623:0410,0.0
20230623:0510,24.27
20230623:0610,101.27
20230623:0710,266.14
20230623:0810,430.27
20230623:0910,532.49
20230623:1010,597.89
20230623:1110,685.98
20230623:1210,706.81
20230623:1310,629.77
20230623:1410,658.71
20230623:1510,558.47
20230623:1610,411.63
20230623:1710,241.65
20230623:1810,77.96
20230623:1910,0.0
20230623:2010,0.0
20230623:2110,0.0
20230623:2210,0.0
20230623:2310,0.0
20230624:0010,0.0
20230624:0110,0.0
20230624:0210,0.0
20230624:0310,0.0
20230624:0410,0.0
20230624:0510,23.63
20230624:0610,103.97
20230624:0710,251.96
20230624:0810,422.06
20230624:0910,559.64
20230624:1010,656.23
20230624:1110,684.82
20230624:1210,672.6
20230624:1310,718.38
20230624:1410,658.85
20230624:1510,558.26
20230624:1610,408.84
20230624:1710,237.72
20230624:1810,77.94
20230624:1910,0.0
20230624:2010,0.0
20230624:2110,0.0
20230624:2210,0.0
20230624:2310,0.0
20230625:0010,0.0
20230625:0110,0.0
20230625:0210,0.0
20230625:0310,0.0
20230625:0410,0.0
20230625:0510,24.3
20230625:0610,99.82
20230625:0710,261.39
20230625:0810,422.74
20230625:0910,561.44
20230625:1010,665.97
20230625:1110,743.93
20230625:1210,754.96
20230625:1310,724.74
20230625:1410,663.83
20230625:1510,558.35
20230625:1610,408.78
20230625:1710,239.94
20230625:1810,78.43
20230625:1910,0.33
20230625:2010,0.0
20230625:2110,0.0
20230625:2210,0.0
20230625:2310,0.0
20230626:0010,0.0
20230626:0110,0.0
20230626:0210,0.0
20230626:0310,0.0
20230626:0410,0.0
20230626:0510,24.93
20230626:0610,98.06
20230626:0710,255.73
20230626:0810,410.33
20230626:0910,553.79
20230626:1010,657.89
20230626:1110,733.26
20230626:1210,749.81
20230626:1310,710.21
20230626:1410,645.87
20230626:1510,542.21
20230626:1610,398.77
20230626:1710,248.71
20230626:1810,69.68
20230626:1910,0.0
20230626:2010,0.0
20230626:2110,0.0
20230626:2210,0.0
20230626:2310,0.0
20230627:0010,0.0
20230627:0110,0.0
20230627:0210,0.0
20230627:0310,0.0
20230627:0410,0.0
20230627:0510,23.94
20230627:0610,100.36
20230627:0710,244.65
20230627:0810,407.48
20230627:0910,468.98
20230627:1010,615.75
20230627:1110,733.49
20230627:1210,748.26
20230627:1310,710.36
20230627:1410,641.79
20230627:1510,361.23
20230627:1610,62.0
20230627:1710,27.95
20230627:1810,20.37
20230627:1910,0.34
20230627:2010,0.0
20230627:2110,0.0
20230627:2210,0.0
20230627:2310,0.0
20230628:0010,0.0
20230628:0110,0.0
20230628:0210,0.0
20230628:0310,0.0
20230628:0410,0.0
20230628:0510,23.29
20230628:0610,100.12
20230628:0710,233.31
20230628:0810,294.36
20230628:0910,495.49
20230628:1010,614.51
20230628:1110,639.71
20230628:1210,712.9
20230628:1310,679.38
20230628:1410,621.2
20230628:1510,513.92
20230628:1610,362.34
20230628:1710,207.1
20230628:1810,12.97
20230628:1910,0.0
20230628:2010,0.0
20230628:2110,0.0
20230628:2210,0.0
20230628:2310,0.0
20230629:0010,0.0
20230629:0110,0.0
20230629:0210,0.0
20230629:0310,0.0
20230629:0410,0.0
20230629:0510,24.04
20230629:0610,99.25
20230629:0710,233.65
20230629:0810,390.24
20230629:0910,497.48
20230629:1010,373.35
20230629:1110,420.57
20230629:1210,452.76
20230629:1310,207.81
20230629:1410,249.76
20230629:1510,91.88
20230629:1610,315.21
20230629:1710,165.79
20230629:1810,41.98
20230629:1910,1.56
20230629:2010,0.0
20230629:2110,0.0
20230629:2210,0.0
20230629:2310,0.0
20230630:0010,0.0
20230630:0110,0.0
20230630:0210,0.0
20230630:0310,0.0
20230630:0410,0.0
20230630:0510,22.87
20230630:0610,81.18
20230630:0710,155.11
20230630:0810,309.98
20230630:0910,546.49
20230630:1010,598.8
20230630:1110,0.0
20230630:1210,573.48
20230630:1310,534.02
20230630:1410,495.73
20230630:1510,542.8
20230630:1610,160.57
20230630:1710,205.57
20230630:1810,61.48
20230630:1910,1.15
20230630:2010,0.0
20230630:2110,0.0
20230630:2210,0.0
20230630:2310,0.0
20230701:0010,0.0
20230701:0110,0.0
20230701:0210,0.0
20230701:0310,0.0
20230701:0410,0.0
20230701:0510,24.35
20230701:0610,96.34
20230701:0710,244.18
20230701:0810,388.15
20230701:0910,562.97
20230701:1010,665.5
20230701:1110,738.8
20230701:1210,741.13
20230701:1310,720.41
20230701:1410,666.57
20230701:1510,568.45
20230701:1610,421.23
20230701:1710,238.43
20230701:1810,82.25
20230701:1910,1.57
20230701:2010,0.0
20230701:2110,0.0
20230701:2210,0.0
20230701:2310,0.0
20230702:0010,0.0
20230702:0110,0.0
20230702:0210,0.0
20230702:0310,0.0
20230702:0410,0.0
20230702:0510,21.51
20230702:0610,93.24
20230702:0710,258.85
20230702:0810,428.51
20230702:0910,566.01
20230702:1010,616.18
20230702:1110,644.67
20230702:1210,715.28
20230702:1310,690.12
20230702:1410,618.15
20230702:1510,534.33
20230702:1610,388.7
20230702:1710,230.08
20230702:1810,79.93
20230702:1910,2.02
20230702:2010,0.0
20230702:2110,0.0
20230702:2210,0.0
20230702:2310,0.0
20230703:0010,0.0
20230703:0110,0.0
20230703:0210,0.0
20230703:0310,0.0
20230703:0410,0.0
20230703:0510,22.06
20230703:0610,92.23
20230703:0710,249.85
20230703:0810,411.23
20230703:0910,543.57
20230703:1010,519.83
20230703:1110,502.18
20230703:1210,486.37
20230703:1310,587.34
20230703:1410,334.92
20230703:1510,55.86
20230703:1610,52.08
20230703:1710,234.32
20230703:1810,77.73
20230703:1910,1.56
20230703:2010,0.0
20230703:2110,0.0
20230703:2210,0.0
20230703:2310,0.0
20230704:0010,0.0
20230704:0110,0.0
20230704:0210,0.0
20230704:0310,0.0
20230704:0410,0.0
20230704:0510,22.75
20230704:0610,95.34
20230704:0710,247.49
20230704:0810,363.64
20230704:0910,297.86
20230704:1010,140.61
20230704:1110,152.75
20230704:1210,349.17
20230704:1310,583.9
20230704:1410,552.14
20230704:1510,381.06
20230704:1610,386.85
20230704:1710,240.63
20230704:1810,78.48
20230704:1910,1.57
20230704:2010,0.0
20230704:2110,0.0
20230704:2210,0.0
20230704:2310,0.0
20230705:0010,0.0
20230705:0110,0.0
20230705:0210,0.0
20230705:0310,0.0
20230705:0410,0.0
20230705:0510,18.68
20230705:0610,85.11
20230705:0710,0.0
20230705:0810,227.44
20230705:0910,106.3
20230705:1010,498.95
20230705:1110,377.96
20230705:1210,206.21
20230705:1310,251.14
20230705:1410,95.64
20230705:1510,227.84
20230705:1610,128.01
20230705:1710,223.92
20230705:1810,63.95
20230705:1910,0.0
20230705:2010,0.0
20230705:2110,0.0
20230705:2210,0.0
20230705:2310,0.0
20230706:0010,0.0
20230706:0110,0.0
20230706:0210,0.0
20230706:0310,0.0
20230706:0410,0.0
20230706:0510,15.21
20230706:0610,94.4
20230706:0710,160.4
20230706:0810,415.21
20230706:0910,517.15
20230706:1010,587.2
20230706:1110,663.69
20230706:1210,665.19
20230706:1310,696.97
20230706:1410,217.07
20230706:1510,328.35
20230706:1610,54.29
20230706:1710,38.54
20230706:1810,3.55
20230706:1910,1.56
20230706:2010,0.0
20230706:2110,0.0
20230706:2210,0.0
20230706:2310,0.0
20230707:0010,0.0
20230707:0110,0.0
20230707:0210,0.0
20230707:0310,0.0
20230707:0410,0.0
20230707:0510,20.86
20230707:0610,93.35
20230707:0710,251.49
20230707:0810,419.04
20230707:0910,581.58
20230707:1010,660.54
20230707:1110,712.24
20230707:1210,282.23
20230707:1310,55.41
20230707:1410,166.8
20230707:1510,425.1
20230707:1610,233.25
20230707:1710,142.19
20230707:1810,77.91
20230707:1910,1.55
20230707:2010,0.0
20230707:2110,0.0
20230707:2210,0.0
20230707:2310,0.0
20230708:0010,0.0
20230708:0110,0.0
20230708:0210,0.0
20230708:0310,0.0
20230708:0410,0.0
20230708:0510,20.06
20230708:0610,88.59
20230708:0710,252.02
20230708:0810,416.81
20230708:0910,541.02
20230708:1010,642.99
20230708:1110,710.41
20230708:1210,742.21
20230708:1310,718.71
20230708:1410,650.93
20230708:1510,557.27
20230708:1610,403.54
20230708:1710,240.73
20230708:1810,79.25
20230708:1910,0.71
20230708:2010,0.0
20230708:2110,0.0
20230708:2210,0.0
20230708:2310,0.0
20230709:0010,0.0
20230709:0110,0.0
20230709:0210,0.0
20230709:0310,0.0
20230709:0410,0.0
20230709:0510,20.66
20230709:0610,88.77
20230709:0710,242.07
20230709:0810,401.59
20230709:0910,526.4
20230709:1010,629.49
20230709:1110,701.5
20230709:1210,730.99
20230709:1310,489.55
20230709:1410,620.17
20230709:1510,529.14
20230709:1610,330.31
20230709:1710,224.61
20230709:1810,77.75
20230709:1910,0.33
20230709:2010,0.0
20230709:2110,0.0
20230709:2210,0.0
20230709:2310,0.0
20230710:0010,0.0
20230710:0110,0.0
20230710:0210,0.0
20230710:0310,0.0
20230710:0410,0.0
20230710:0510,19.04
20230710:0610,88.22
20230710:0710,241.0
20230710:0810,402.07
20230710:0910,527.22
20230710:1010,640.5
20230710:1110,706.44
20230710:1210,731.07
20230710:1310,706.18
20230710:1410,640.02
20230710:1510,539.49
20230710:1610,388.87
20230710:1710,226.61
20230710:1810,75.08
20230710:1910,0.33
20230710:2010,0.0
20230710:2110,0.0
20230710:2210,0.0
20230710:2310,0.0
20230711:0010,0.0
20230711:0110,0.0
20230711:0210,0.0
20230711:0310,0.0
20230711:0410,0.0
20230711:0510,19.16
20230711:0610,90.21
20230711:0710,233.3
20230711:0810,385.34
20230711:0910,519.18
20230711:1010,456.37
20230711:1110,364.71
20230711:1210,728.45
20230711:1310,699.04
20230711:1410,626.93
20230711:1510,534.17
20230711:1610,381.09
20230711:1710,180.12
20230711:1810,54.63
20230711:1910,0.0
20230711:2010,0.0
20230711:2110,0.0
20230711:2210,0.0
20230711:2310,0.0
20230712:0010,0.0
20230712:0110,0.0
20230712:0210,0.0
20230712:0310,0.0
20230712:0410,0.0
20230712:0510,16.98
20230712:0610,88.2
20230712:0710,239.53
20230712:0810,399.1
20230712:0910,504.94
20230712:1010,580.73
20230712:1110,703.9
20230712:1210,677.86
20230712:1310,670.37
20230712:1410,641.56
20230712:1510,456.71
20230712:1610,200.4
20230712:1710,219.6
20230712:1810,13.6
20230712:1910,0.0
20230712:2010,0.0
20230712:2110,0.0
20230712:2210,0.0
20230712:2310,0.0
20230713:0010,0.0
20230713:0110,0.0
20230713:0210,0.0
20230713:0310,0.0
20230713:0410,0.0
20230713:0510,17.73
20230713:0610,83.55
20230713:0710,236.91
20230713:0810,377.23
20230713:0910,481.5
20230713:1010,521.05
20230713:1110,587.02
20230713:1210,749.97
20230713:1310,723.69
20230713:1410,663.64
20230713:1510,558.14
20230713:1610,406.09
20230713:1710,238.87
20230713:1810,65.08
20230713:1910,0.0
20230713:2010,0.0
20230713:2110,0.0
20230713:2210,0.0
20230713:2310,0.0
20230714:0010,0.0
20230714:0110,0.0
20230714:0210,0.0
20230714:0310,0.0
20230714:0410,0.0
20230714:0510,8.72
20230714:0610,84.11
20230714:0710,231.93
20230714:0810,385.45
20230714:0910,503.9
20230714:1010,627.0
20230714:1110,692.92
20230714:1210,691.95
20230714:1310,725.51
20230714:1410,668.35
20230714:1510,563.68
20230714:1610,413.79
20230714:1710,245.53
20230714:1810,78.56
20230714:1910,0.0
20230714:2010,0.0
20230714:2110,0.0
20230714:2210,0.0
20230714:2310,0.0
20230715:0010,0.0
20230715:0110,0.0
20230715:0210,0.0
20230715:0310,0.0
20230715:0410,0.0
20230715:0510,17.18
20230715:0610,86.86
20230715:0710,226.0
20230715:0810,384.48
20230715:0910,511.98
20230715:1010,571.99
20230715:1110,624.94
20230715:1210,728.44
20230715:1310,708.2
20230715:1410,658.38
20230715:1510,559.35
20230715:1610,409.84
20230715:1710,243.18
20230715:1810,77.6
20230715:1910,0.0
20230715:2010,0.0
20230715:2110,0.0
20230715:2210,0.0
20230715:2310,0.0
20230716:0010,0.0
20230716:0110,0.0
20230716:0210,0.0
20230716:0310,0.0
20230716:0410,0.0
20230716:0510,12.42
20230716:0610,84.43
20230716:0710,139.65
20230716:0810,208.4
20230716:0910,459.67
20230716:1010,561.24
20230716:1110,598.4
20230716:1210,693.32
20230716:1310,715.27
20230716:1410,653.27
20230716:1510,552.6
20230716:1610,401.07
20230716:1710,232.32
20230716:1810,73.75
20230716:1910,0.0
20230716:2010,0.0
20230716:2110,0.0
20230716:2210,0.0
20230716:2310,0.0
20230717:0010,0.0
20230717:0110,0.0
20230717:0210,0.0
20230717:0310,0.0
20230717:0410,0.0
20230717:0510,14.44
20230717:0610,69.79
20230717:0710,232.2
20230717:0810,399.71
20230717:0910,536.49
20230717:1010,641.46
20230717:1110,352.8
20230717:1210,648.67
20230717:1310,729.59
20230717:1410,395.57
20230717:1510,408.05
20230717:1610,159.7
20230717:1710,244.51
20230717:1810,77.73
20230717:1910,0.0
20230717:2010,0.0
20230717:2110,0.0
20230717:2210,0.0
20230717:2310,0.0
20230718:0010,0.0
20230718:0110,0.0
20230718:0210,0.0
20230718:0310,0.0
20230718:0410,0.0
20230718:0510,15.18
20230718:0610,79.73
20230718:0710,238.69
20230718:0810,398.94
20230718:0910,531.08
20230718:1010,638.3
20230718:1110,703.96
20230718:1210,729.4
20230718:1310,710.88
20230718:1410,649.56
20230718:1510,550.99
20230718:1610,401.7
20230718:1710,252.39
20230718:1810,70.13
20230718:1910,0.0
20230718:2010,0.0
20230718:2110,0.0
20230718:2210,0.0
20230718:2310,0.0
20230719:0010,0.0
20230719:0110,0.0
20230719:0210,0.0
20230719:0310,0.0
20230719:0410,0.0
20230719:0510,13.63
20230719:0610,77.31
20230719:0710,228.0
20230719:0810,388.2
20230719:0910,509.36
20230719:1010,613.57
20230719:1110,684.73
20230719:1210,711.15
20230719:1310,692.83
20230719:1410,635.02
20230719:1510,524.46
20230719:1610,385.68
20230719:1710,147.48
20230719:1810,67.26
20230719:1910,0.0
20230719:2010,0.0
20230719:2110,0.0
20230719:2210,0.0
20230719:2310,0.0
20230720:0010,0.0
20230720:0110,0.0
20230720:0210,0.0
20230720:0310,0.0
20230720:0410,0.0
20230720:0510,12.97
20230720:0610,79.09
20230720:0710,226.78
20230720:0810,390.61
20230720:0910,524.88
20230720:1010,489.96
20230720:1110,543.56
20230720:1210,723.0
20230720:1310,709.45
20230720:1410,647.8
20230720:1510,541.05
20230720:1610,395.0
20230720:1710,220.85
20230720:1810,67.75
20230720:1910,0.0
20230720:2010,0.0
20230720:2110,0.0
20230720:2210,0.0
20230720:2310,0.0
20230721:0010,0.0
20230721:0110,0.0
20230721:0210,0.0
20230721:0310,0.0
20230721:0410,0.0
20230721:0510,7.99
20230721:0610,58.96
20230721:0710,221.46
20230721:0810,177.5
20230721:0910,298.84
20230721:1010,340.17
20230721:1110,705.76
20230721:1210,706.36
20230721:1310,710.93
20230721:1410,661.05
20230721:1510,555.01
20230721:1610,397.28
20230721:1710,232.7
20230721:1810,40.15
20230721:1910,0.0
20230721:2010,0.0
20230721:2110,0.0
20230721:2210,0.0
20230721:2310,0.0
20230722:0010,0.0
20230722:0110,0.0
20230722:0210,0.0
20230722:0310,0.0
20230722:0410,0.0
20230722:0510,11.17
20230722:0610,73.98
20230722:0710,230.34
20230722:0810,360.81
20230722:0910,224.04
20230722:1010,273.86
20230722:1110,571.45
20230722:1210,654.77
20230722:1310,712.82
20230722:1410,653.57
20230722:1510,548.66
20230722:1610,409.82
20230722:1710,232.72
20230722:1810,73.33
20230722:1910,0.0
20230722:2010,0.0
20230722:2110,0.0
20230722:2210,0.0
20230722:2310,0.0
20230723:0010,0.0
20230723:0110,0.0
20230723:0210,0.0
20230723:0310,0.0
20230723:0410,0.0
20230723:0510,10.6
20230723:0610,74.38
20230723:0710,225.91
20230723:0810,381.71
20230723:0910,526.27
20230723:1010,621.31
20230723:1110,677.43
20230723:1210,709.91
20230723:1310,700.97
20230723:1410,600.0
20230723:1510,539.57
20230723:1610,388.56
20230723:1710,216.17
20230723:1810,58.91
20230723:1910,0.0
20230723:2010,0.0
20230723:2110,0.0
20230723:2210,0.0
20230723:2310,0.0
20230724:0010,0.0
20230724:0110,0.0
20230724:0210,0.0
20230724:0310,0.0
20230724:0410,0.0
20230724:0510,5.69
20230724:0610,5.79
20230724:0710,214.4
20230724:0810,326.22
20230724:0910,455.76
20230724:1010,519.92
20230724:1110,638.64
20230724:1210,699.25
20230724:1310,637.75
20230724:1410,546.4
20230724:1510,295.35
20230724:1610,168.08
20230724:1710,129.38
20230724:1810,46.21
20230724:1910,0.0
20230724:2010,0.0
20230724:2110,0.0
20230724:2210,0.0
20230724:2310,0.0
20230725:0010,0.0
20230725:0110,0.0
20230725:0210,0.0
20230725:0310,0.0
20230725:0410,0.0
20230725:0510,10.49
20230725:0610,70.04
20230725:0710,241.12
20230725:0810,413.67
20230725:0910,550.58
20230725:1010,656.26
20230725:1110,707.3
20230725:1210,736.16
20230725:1310,715.45
20230725:1410,650.06
20230725:1510,548.0
20230725:1610,407.56
20230725:1710,230.18
20230725:1810,68.29
20230725:1910,0.0
20230725:2010,0.0
20230725:2110,0.0
20230725:2210,0.0
20230725:2310,0.0
20230726:0010,0.0
20230726:0110,0.0
20230726:0210,0.0
20230726:0310,0.0
20230726:0410,0.0
20230726:0510,5.18
20230726:0610,61.32
20230726:0710,170.12
20230726:0810,245.06
20230726:0910,477.68
20230726:1010,506.37
20230726:1110,545.25
20230726:1210,574.36
20230726:1310,546.3
20230726:1410,569.28
20230726:1510,483.95
20230726:1610,367.74
20230726:1710,190.46
20230726:1810,36.32
20230726:1910,0.0
20230726:2010,0.0
20230726:2110,0.0
20230726:2210,0.0
20230726:2310,0.0
20230727:0010,0.0
20230727:0110,0.0
20230727:0210,0.0
20230727:0310,0.0
20230727:0410,0.0
20230727:0510,8.8
20230727:0610,67.96
20230727:0710,191.89
20230727:0810,396.36
20230727:0910,454.63
20230727:1010,318.9
20230727:1110,489.53
20230727:1210,635.91
20230727:1310,259.89
20230727:1410,610.95
20230727:1510,529.88
20230727:1610,323.84
20230727:1710,75.72
20230727:1810,8.02
20230727:1910,0.0
20230727:2010,0.0
20230727:2110,0.0
20230727:2210,0.0
20230727:2310,0.0
20230728:0010,0.0
20230728:0110,0.0
20230728:0210,0.0
20230728:0310,0.0
20230728:0410,0.0
20230728:0510,8.07
20230728:0610,66.22
20230728:0710,231.86
20230728:0810,398.93
20230728:0910,526.94
20230728:1010,628.45
20230728:1110,700.93
20230728:1210,725.59
20230728:1310,713.99
20230728:1410,652.45
20230728:1510,548.94
20230728:1610,389.91
20230728:1710,230.54
20230728:1810,63.25
20230728:1910,0.0
20230728:2010,0.0
20230728:2110,0.0
20230728:2210,0.0
20230728:2310,0.0
20230729:0010,0.0
20230729:0110,0.0
20230729:0210,0.0
20230729:0310,0.0
20230729:0410,0.0
20230729:0510,7.45
20230729:0610,65.96
20230729:0710,217.74
20230729:0810,381.07
20230729:0910,517.82
20230729:1010,629.86
20230729:1110,700.17
20230729:1210,735.8
20230729:1310,709.61
20230729:1410,654.43
20230729:1510,551.23
20230729:1610,407.38
20230729:1710,225.76
20230729:1810,59.93
20230729:1910,0.0
20230729:2010,0.0
20230729:2110,0.0
20230729:2210,0.0
20230729:2310,0.0
20230730:0010,0.0
20230730:0110,0.0
20230730:0210,0.0
20230730:0310,0.0
20230730:0410,0.0
20230730:0510,4.04
20230730:0610,64.2
20230730:0710,206.5
20230730:0810,319.86
20230730:0910,364.08
20230730:1010,125.07
20230730:1110,358.56
20230730:1210,452.61
20230730:1310,412.63
20230730:1410,512.54
20230730:1510,540.63
20230730:1610,402.34
20230730:1710,222.94
20230730:1810,59.6
20230730:1910,0.0
20230730:2010,0.0
20230730:2110,0.0
20230730:2210,0.0
20230730:2310,0.0
20230731:0010,0.0
20230731:0110,0.0
20230731:0210,0.0
20230731:0310,0.0
20230731:0410,0.0
20230731:0510,0.75
20230731:0610,37.63
20230731:0710,85.66
20230731:0810,199.01
20230731:0910,389.35
20230731:1010,577.21
20230731:1110,609.59
20230731:1210,729.36
20230731:1310,699.89
20230731:1410,639.58
20230731:1510,479.09
20230731:1610,361.75
20230731:1710,195.25
20230731:1810,58.27
20230731:1910,0.0
20230731:2010,0.0
20230731:2110,0.0
20230731:2210,0.0
